,token,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,two_frame_extended_comfort,score
0,f2280f25f98852c0,True,1.0,1.0,1.0,1.0,0.8458642845946107,1.0,1.0,1.0,1.0,0.9518325889358159
1,2087ff145dae502d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,435eadb0f1fe5b49,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
3,45e8b10f95925c47,True,1.0,0.0,1.0,1.0,0.9656185197768378,1.0,1.0,1.0,1.0,0.0
4,f587b097f5f65db6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,b9c8a72571a85792,True,1.0,1.0,1.0,1.0,0.9424263815218055,1.0,1.0,1.0,1.0,0.9820082442255642
6,e917a198bd9757a4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,ab2b84d310be5bed,True,1.0,1.0,1.0,1.0,0.7944870232458927,1.0,1.0,1.0,1.0,0.9357771947643414
8,34f30283d3bd53ec,True,1.0,1.0,1.0,1.0,0.8765366476840257,1.0,1.0,1.0,,0.9559059456014377
9,0c318d7923d15b78,True,1.0,1.0,1.0,1.0,0.9668530402329744,1.0,1.0,1.0,,0.9881618000832051
10,dc2d59ce7b1258cf,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
11,cddadd26002959f4,True,1.0,1.0,1.0,1.0,0.8101388028504111,1.0,1.0,1.0,1.0,0.9406683758907535
12,808e5edcddce51c3,True,1.0,1.0,1.0,1.0,0.8799319371668419,1.0,1.0,1.0,1.0,0.962478730364638
13,453bdd4f77af5c90,True,1.0,1.0,1.0,1.0,0.7272381408943218,1.0,1.0,1.0,1.0,0.9147619190294756
14,35f226ec4cac52fc,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
15,2a8b9c88615450a8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,a371624958cb52ea,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
17,4b594a8e80915943,True,1.0,1.0,1.0,1.0,0.9979741420519757,1.0,1.0,1.0,,0.9992764793042771
18,c48cfa7c240d5808,True,1.0,1.0,1.0,1.0,0.9852301731947015,1.0,1.0,1.0,1.0,0.9953844291233442
